Time_Step,FIRST_FIT,BEST_FIT,WORST_FIT,BUDDY,MIXED
513,0.8742,0.9249,0.8152,0.6905,0.8906
514,0.8789,0.9210,0.8126,0.6892,0.8953
515,0.8850,0.9188,0.8116,0.6891,0.8934
516,0.8782,0.9118,0.8053,0.6849,0.8865
517,0.8840,0.9177,0.8106,0.6894,0.8923
518,0.8848,0.9186,0.8114,0.6900,0.8932
519,0.8821,0.9155,0.8095,0.6893,0.8904
520,0.8828,0.9160,0.8108,0.6912,0.8911
521,0.8835,0.9163,0.8119,0.6930,0.8916
522,0.8860,0.9190,0.8143,0.6902,0.8942
523,0.8795,0.9122,0.8082,0.6836,0.8876
524,0.8783,0.9109,0.8072,0.6777,0.8864
525,0.8792,0.9115,0.8086,0.6845,0.8951
526,0.8740,0.9062,0.8038,0.6830,0.8898
527,0.8761,0.9082,0.8056,0.6845,0.8919
528,0.8806,0.9130,0.8098,0.6881,0.8965
529,0.8866,0.9192,0.8089,0.6881,0.8947
530,0.8895,0.9222,0.8115,0.6904,0.8976
531,0.8902,0.9226,0.8127,0.6923,0.8982
532,0.8863,0.9265,0.8162,0.6905,0.9021
533,0.8856,0.9337,0.8161,0.6913,0.9012
534,0.8788,0.9266,0.8099,0.6903,0.8944
535,0.8781,0.9257,0.8091,0.6881,0.8936
536,0.8708,0.9181,0.8025,0.6870,0.8862
537,0.8677,0.9148,0.7996,0.6814,0.8830
538,0.8681,0.9153,0.8000,0.6817,0.8835
539,0.8697,0.9170,0.8014,0.6829,0.8851
540,0.8760,0.9236,0.8072,0.6879,0.8915
541,0.8689,0.9162,0.8007,0.6820,0.8843
542,0.8723,0.9197,0.8038,0.6846,0.8877
543,0.8787,0.9265,0.8098,0.6897,0.8943
544,0.8838,0.9318,0.8145,0.6891,0.8994
545,0.8842,0.9318,0.8154,0.6907,0.8997
546,0.8835,0.9307,0.8153,0.6915,0.8989
547,0.8815,0.9282,0.8139,0.6911,0.8967
548,0.8782,0.9323,0.8175,0.6942,0.8932
549,0.8765,0.9305,0.8160,0.6890,0.8915
550,0.8759,0.9294,0.8159,0.6942,0.8907
551,0.8793,0.9251,0.8191,0.6924,0.8942
552,0.8726,0.9179,0.8128,0.6900,0.8873
553,0.8744,0.9199,0.8145,0.6915,0.8893
554,0.8712,0.9165,0.8115,0.6863,0.8860
555,0.8735,0.9189,0.8136,0.6880,0.8883
556,0.8733,0.9188,0.8135,0.6865,0.8881
557,0.8754,0.9209,0.8154,0.6881,0.8902
558,0.8826,0.9206,0.8159,0.6894,0.8902
559,0.8823,0.9200,0.8162,0.6904,0.8898
560,0.8788,0.9237,0.8195,0.6932,0.8934
561,0.8819,0.9270,0.8224,0.6912,0.8966
562,0.8752,0.9200,0.8162,0.6850,0.8898
563,0.8789,0.9239,0.8196,0.6879,0.8936
564,0.8734,0.9181,0.8145,0.6878,0.8880
565,0.8781,0.9230,0.8188,0.6916,0.8927
566,0.8769,0.9291,0.8181,0.6917,0.8986
567,0.8778,0.9301,0.8189,0.6924,0.8995
568,0.8788,0.9312,0.8199,0.6932,0.9006
569,0.8713,0.9233,0.8129,0.6889,0.8929
570,0.8772,0.9295,0.8184,0.6935,0.8989
571,0.8802,0.9327,0.8212,0.6915,0.9020
572,0.8793,0.9317,0.8204,0.6881,0.9011
573,0.8811,0.9336,0.8220,0.6894,0.9029
574,0.8747,0.9268,0.8161,0.6846,0.8964
575,0.8773,0.9296,0.8185,0.6866,0.8990
576,0.8769,0.9288,0.8247,0.6919,0.8985
577,0.8791,0.9311,0.8268,0.6936,0.9007
578,0.8848,0.9371,0.8260,0.6937,0.8993
579,0.8825,0.9342,0.8242,0.6931,0.9040
580,0.8828,0.9341,0.8250,0.6945,0.9041
581,0.8858,0.9374,0.8278,0.6926,0.9073
582,0.8870,0.9387,0.8289,0.6935,0.9085
583,0.8848,0.9359,0.8273,0.6929,0.9060
584,0.8843,0.9350,0.8272,0.6937,0.9054
585,0.8827,0.9328,0.8261,0.6935,0.9035
586,0.8853,0.9357,0.8286,0.6914,0.9063
587,0.8849,0.9348,0.8286,0.6922,0.9057
588,0.8832,0.9326,0.8274,0.6920,0.9038
589,0.8845,0.9340,0.8286,0.6930,0.9052
590,0.8772,0.9263,0.8218,0.6911,0.8977
591,0.8796,0.9288,0.8240,0.6929,0.9001
592,0.8810,0.9303,0.8253,0.6940,0.9016
593,0.8839,0.9334,0.8280,0.6922,0.9045
594,0.8862,0.9358,0.8301,0.6939,0.9069
595,0.8793,0.9285,0.8237,0.6914,0.8998
596,0.8802,0.9294,0.8245,0.6920,0.9007
597,0.8752,0.9242,0.8199,0.6913,0.8956
598,0.8822,0.9315,0.8264,0.6927,0.9028
599,0.8764,0.9255,0.8210,0.6917,0.8969
600,0.8785,0.9276,0.8229,0.6933,0.8990
601,0.8806,0.9299,0.8249,0.6909,0.9012
602,0.8823,0.9317,0.8265,0.6921,0.9029
603,0.8892,0.9390,0.8272,0.6935,0.9031
604,0.8903,0.9402,0.8282,0.6943,0.9042
605,0.8912,0.9412,0.8291,0.6950,0.9051
606,0.8876,0.9373,0.8257,0.6947,0.9014
607,0.8886,0.9384,0.8266,0.6955,0.9025
608,0.8887,0.9385,0.8267,0.6955,0.9026
609,0.8870,0.9437,0.8313,0.6953,0.9076
610,0.8823,0.9387,0.8269,0.6936,0.9027
611,0.8862,0.9428,0.8305,0.6926,0.9067
612,0.8792,0.9354,0.8240,0.6906,0.8996
613,0.8781,0.9342,0.8230,0.6898,0.8985
614,0.8734,0.9292,0.8185,0.6845,0.8936
615,0.8733,0.9290,0.8184,0.6839,0.8935
616,0.8700,0.9256,0.8153,0.6787,0.8901
617,0.8653,0.9206,0.8110,0.6757,0.8853
618,0.8667,0.9221,0.8123,0.6768,0.8868
619,0.8658,0.9211,0.8114,0.6714,0.8858
620,0.8709,0.9265,0.8162,0.6754,0.8910
621,0.8658,0.9211,0.8114,0.6696,0.8858
622,0.8642,0.9194,0.8099,0.6672,0.8842
623,0.8618,0.9169,0.8077,0.6632,0.8818
624,0.8632,0.9184,0.8090,0.6642,0.8832
625,0.8666,0.9220,0.8122,0.6668,0.8866
626,0.8655,0.9209,0.8112,0.6643,0.8856
627,0.8671,0.9226,0.8127,0.6655,0.8872
628,0.8697,0.9253,0.8151,0.6675,0.8898
629,0.8739,0.9297,0.8190,0.6707,0.8941
630,0.8706,0.9263,0.8160,0.6680,0.8908
631,0.8722,0.9280,0.8175,0.6692,0.8925
632,0.8755,0.9315,0.8205,0.6717,0.8958
633,0.8738,0.9366,0.8193,0.6754,0.8939
634,0.8773,0.9403,0.8226,0.6781,0.8975
635,0.8777,0.9477,0.8234,0.6835,0.8978
636,0.8782,0.9477,0.8242,0.6889,0.8981
637,0.8813,0.9510,0.8271,0.6913,0.9013
638,0.8775,0.9469,0.8235,0.6910,0.8974
639,0.8790,0.9486,0.8250,0.6922,0.8990
640,0.8799,0.9495,0.8258,0.6928,0.8998
641,0.8753,0.9445,0.8215,0.6907,0.8951
642,0.8799,0.9495,0.8258,0.6943,0.8998
643,0.8806,0.9497,0.8269,0.6960,0.9004
644,0.8822,0.9513,0.8282,0.6971,0.9019
645,0.8830,0.9523,0.8290,0.6977,0.9028
646,0.8830,0.9518,0.8294,0.6988,0.9027
647,0.8865,0.9555,0.8271,0.6976,0.9062
648,0.8834,0.9521,0.8242,0.6921,0.9030
649,0.8784,0.9468,0.8195,0.6880,0.8979
650,0.8755,0.9436,0.8168,0.6862,0.8950
651,0.8751,0.9427,0.8223,0.6908,0.9010
652,0.8775,0.9453,0.8246,0.6927,0.9034
653,0.8799,0.9479,0.8269,0.6946,0.9060
654,0.8847,0.9531,0.8258,0.6984,0.9043
655,0.8841,0.9519,0.8257,0.6990,0.9036
656,0.8794,0.9469,0.8213,0.6949,0.8987
657,0.8812,0.9488,0.8230,0.6963,0.9006
658,0.8816,0.9487,0.8291,0.6977,0.9073
659,0.8811,0.9481,0.8287,0.6974,0.9068
660,0.8755,0.9421,0.8234,0.6952,0.9010
661,0.8697,0.9358,0.8179,0.6898,0.8950
662,0.8711,0.9374,0.8193,0.6910,0.8965
663,0.8779,0.9447,0.8257,0.6963,0.8970
664,0.8799,0.9469,0.8276,0.6979,0.8992
665,0.8803,0.9473,0.8279,0.6982,0.8996
666,0.8855,0.9529,0.8274,0.6985,0.9049
667,0.8842,0.9515,0.8262,0.6977,0.9036
668,0.8849,0.9523,0.8268,0.6982,0.9043
669,0.8826,0.9564,0.8250,0.6974,0.9083
670,0.8766,0.9499,0.8194,0.6960,0.9021
671,0.8708,0.9437,0.8140,0.6935,0.8962
672,0.8704,0.9432,0.8137,0.6883,0.8958
673,0.8761,0.9494,0.8190,0.6928,0.9016
674,0.8830,0.9568,0.8254,0.6945,0.9087
675,0.8841,0.9580,0.8265,0.6953,0.9098
676,0.8814,0.9546,0.8243,0.6980,0.9069
677,0.8841,0.9575,0.8268,0.7001,0.9096
678,0.8843,0.9577,0.8270,0.7002,0.9099
679,0.8849,0.9584,0.8276,0.7006,0.9104
680,0.8864,0.9601,0.8290,0.6980,0.9121
681,0.8868,0.9599,0.8297,0.6993,0.9122
682,0.8875,0.9601,0.8307,0.7009,0.9128
683,0.8877,0.9604,0.8309,0.7010,0.9130
684,0.8875,0.9602,0.8308,0.6982,0.9128
685,0.8871,0.9591,0.8307,0.7026,0.9122
686,0.8864,0.9584,0.8300,0.7016,0.9115
687,0.8861,0.9575,0.8301,0.7023,0.9110
688,0.8840,0.9553,0.8282,0.7002,0.9088
689,0.8842,0.9555,0.8284,0.7003,0.9091
690,0.8802,0.9512,0.8246,0.6974,0.9049
691,0.8798,0.9502,0.8246,0.7018,0.9044
692,0.8737,0.9437,0.8189,0.6997,0.8981
693,0.8765,0.9467,0.8215,0.7020,0.9010
694,0.8721,0.9420,0.8174,0.6969,0.8965
695,0.8745,0.9446,0.8197,0.6988,0.8990
696,0.8786,0.9490,0.8235,0.7021,0.9032
697,0.8781,0.9484,0.8230,0.7007,0.9026
698,0.8789,0.9493,0.8238,0.7013,0.9035
699,0.8833,0.9540,0.8228,0.7010,0.9080
700,0.8853,0.9562,0.8246,0.7026,0.9100
701,0.8855,0.9564,0.8248,0.7027,0.9102
702,0.8849,0.9553,0.8246,0.7032,0.9095
703,0.8863,0.9568,0.8259,0.7043,0.9109
704,0.8896,0.9604,0.8239,0.7032,0.9081
705,0.8901,0.9604,0.8247,0.7045,0.9084
706,0.8870,0.9565,0.8273,0.7030,0.9112
707,0.8900,0.9598,0.8250,0.7053,0.9082
708,0.8878,0.9574,0.8231,0.7025,0.9060
709,0.8852,0.9541,0.8260,0.7050,0.9093
710,0.8875,0.9566,0.8282,0.7069,0.9117
711,0.8842,0.9531,0.8251,0.7020,0.9082
712,0.8850,0.9539,0.8258,0.7026,0.9091
713,0.8828,0.9511,0.8292,0.7054,0.9127
714,0.8815,0.9492,0.8282,0.7053,0.9112
715,0.8814,0.9491,0.8282,0.7033,0.9111
716,0.8800,0.9472,0.8271,0.7030,0.9094
717,0.8811,0.9483,0.8281,0.7038,0.9105
718,0.8829,0.9502,0.8298,0.7016,0.9124
719,0.8849,0.9524,0.8318,0.7033,0.9145
720,0.8831,0.9500,0.8303,0.7027,0.9124
721,0.8863,0.9534,0.8284,0.7016,0.9097
722,0.8855,0.9526,0.8277,0.6979,0.9090
723,0.8814,0.9482,0.8239,0.6975,0.9048
724,0.8810,0.9473,0.8287,0.7017,0.9042
725,0.8840,0.9506,0.8316,0.7005,0.9073
726,0.8831,0.9491,0.8310,0.7006,0.9062
727,0.8839,0.9500,0.8317,0.7013,0.9070
728,0.8824,0.9543,0.8306,0.7010,0.9112
729,0.8829,0.9548,0.8311,0.7013,0.9116
730,0.8793,0.9509,0.8277,0.6985,0.9079
731,0.8809,0.9527,0.8292,0.6998,0.9096
732,0.8810,0.9524,0.8296,0.7008,0.9095
733,0.8767,0.9478,0.8256,0.6961,0.9051
734,0.8750,0.9459,0.8240,0.6929,0.9034
735,0.8725,0.9432,0.8216,0.6887,0.9008
736,0.8758,0.9468,0.8247,0.6914,0.9042
737,0.8780,0.9491,0.8268,0.6931,0.9064
738,0.8804,0.9517,0.8290,0.6950,0.9089
739,0.8838,0.9553,0.8274,0.6977,0.9066
740,0.8878,0.9534,0.8264,0.6975,0.9051
741,0.8860,0.9514,0.8247,0.6971,0.9032
742,0.8847,0.9500,0.8235,0.6952,0.9019
743,0.8813,0.9464,0.8204,0.6942,0.8984
744,0.8822,0.9473,0.8212,0.6949,0.8993
745,0.8809,0.9455,0.8250,0.6947,0.8979
746,0.8801,0.9442,0.8246,0.6950,0.8970
747,0.8832,0.9476,0.8275,0.6941,0.9001
748,0.8824,0.9467,0.8268,0.6930,0.8994
749,0.8820,0.9458,0.8267,0.6935,0.8988
750,0.8810,0.9443,0.8261,0.6936,0.8977
751,0.8838,0.9413,0.8241,0.6959,0.8951
752,0.8848,0.9423,0.8250,0.6966,0.8960
753,0.8843,0.9414,0.8248,0.6971,0.8955
754,0.8829,0.9400,0.8235,0.6928,0.8941
755,0.8819,0.9386,0.8229,0.6962,0.8930
756,0.8791,0.9356,0.8204,0.6953,0.8902
757,0.8753,0.9316,0.8168,0.6925,0.8863
758,0.8710,0.9270,0.8128,0.6911,0.8820
759,0.8666,0.9223,0.8087,0.6907,0.8775
760,0.8672,0.9229,0.8092,0.6911,0.8781
761,0.8711,0.9271,0.8129,0.6943,0.8821
762,0.8771,0.9276,0.8185,0.6924,0.8828
763,0.8734,0.9237,0.8150,0.6879,0.8791
764,0.8689,0.9190,0.8108,0.6856,0.8746
765,0.8667,0.9167,0.8088,0.6849,0.8724
766,0.8727,0.9115,0.8144,0.6831,0.8784
767,0.8760,0.9149,0.8175,0.6857,0.8817
768,0.8802,0.9193,0.8214,0.6858,0.8807
769,0.8842,0.9236,0.8206,0.6858,0.8848
770,0.8830,0.9278,0.8198,0.6858,0.8836
771,0.8860,0.9309,0.8226,0.6880,0.8865
772,0.8886,0.9337,0.8250,0.6901,0.8891
773,0.8876,0.9327,0.8241,0.6882,0.8882
774,0.8877,0.9325,0.8246,0.6892,0.8883
775,0.8863,0.9365,0.8236,0.6890,0.8868
776,0.8844,0.9342,0.8222,0.6884,0.8850
777,0.8841,0.9336,0.8223,0.6891,0.8847
778,0.8816,0.9364,0.8247,0.6911,0.8822
779,0.8817,0.9360,0.8250,0.6920,0.8822
780,0.8799,0.9338,0.8236,0.6914,0.8804
781,0.8819,0.9360,0.8256,0.6931,0.8825
782,0.8831,0.9372,0.8267,0.6940,0.8837
783,0.8799,0.9338,0.8237,0.6923,0.8804
784,0.8813,0.9354,0.8250,0.6934,0.8819
785,0.8823,0.9364,0.8259,0.6911,0.8828
786,0.8766,0.9304,0.8206,0.6872,0.8772
787,0.8721,0.9256,0.8163,0.6835,0.8726
788,0.8763,0.9300,0.8203,0.6868,0.8768
789,0.8721,0.9256,0.8164,0.6842,0.8726
790,0.8751,0.9287,0.8191,0.6865,0.8756
791,0.8712,0.9247,0.8156,0.6832,0.8718
792,0.8666,0.9198,0.8112,0.6803,0.8672
793,0.8615,0.9143,0.8064,0.6781,0.8620
794,0.8657,0.9188,0.8103,0.6814,0.8662
795,0.8635,0.9165,0.8083,0.6789,0.8640
796,0.8681,0.9214,0.8127,0.6826,0.8686
797,0.8729,0.9265,0.8171,0.6864,0.8735
798,0.8710,0.9244,0.8153,0.6827,0.8714
799,0.8664,0.9196,0.8110,0.6797,0.8669
800,0.8716,0.9251,0.8159,0.6838,0.8721
801,0.8674,0.9200,0.8126,0.6822,0.8679
802,0.8715,0.9243,0.8163,0.6854,0.8719
803,0.8683,0.9209,0.8134,0.6853,0.8688
804,0.8688,0.9266,0.8142,0.6896,0.8693
805,0.8692,0.9271,0.8146,0.6899,0.8697
806,0.8688,0.9318,0.8144,0.6903,0.8741
807,0.8657,0.9284,0.8115,0.6860,0.8710
808,0.8664,0.9293,0.8122,0.6866,0.8717
809,0.8685,0.9315,0.8141,0.6882,0.8738
810,0.8648,0.9276,0.8107,0.6879,0.8701
811,0.8656,0.9285,0.8114,0.6886,0.8709
812,0.8656,0.9281,0.8117,0.6924,0.8709
813,0.8623,0.9246,0.8086,0.6921,0.8676
814,0.8652,0.9276,0.8113,0.6913,0.8705
815,0.8636,0.9259,0.8098,0.6894,0.8688
816,0.8660,0.9286,0.8121,0.6913,0.8713
817,0.8665,0.9291,0.8126,0.6917,0.8718
818,0.8704,0.9332,0.8120,0.6917,0.8757
819,0.8736,0.9367,0.8150,0.6912,0.8790
820,0.8739,0.9366,0.8156,0.6922,0.8793
821,0.8746,0.9373,0.8162,0.6927,0.8799
822,0.8765,0.9394,0.8180,0.6912,0.8818
823,0.8795,0.9427,0.8166,0.6906,0.8849
824,0.8793,0.9420,0.8167,0.6912,0.8846
825,0.8810,0.9439,0.8184,0.6896,0.8864
826,0.8802,0.9430,0.8175,0.6887,0.8855
827,0.8807,0.9432,0.8184,0.6900,0.8861
828,0.8831,0.9403,0.8206,0.6918,0.8884
829,0.8812,0.9383,0.8189,0.6890,0.8866
830,0.8769,0.9337,0.8148,0.6865,0.8822
831,0.8717,0.9281,0.8100,0.6851,0.8769
832,0.8766,0.9333,0.8145,0.6890,0.8819
833,0.8789,0.9359,0.8167,0.6908,0.8843
834,0.8750,0.9317,0.8131,0.6866,0.8803
835,0.8764,0.9331,0.8143,0.6876,0.8816
836,0.8749,0.9315,0.8129,0.6841,0.8801
837,0.8801,0.9371,0.8137,0.6882,0.8806
838,0.8761,0.9321,0.8106,0.6866,0.8765
839,0.8745,0.9304,0.8091,0.6836,0.8749
840,0.8768,0.9329,0.8113,0.6854,0.8773
841,0.8785,0.9347,0.8129,0.6868,0.8790
842,0.8758,0.9318,0.8103,0.6867,0.8762
843,0.8763,0.9373,0.8111,0.6909,0.8768
844,0.8804,0.9417,0.8108,0.6941,0.8761
845,0.8837,0.9398,0.8099,0.6937,0.8748
846,0.8785,0.9343,0.8052,0.6907,0.8696
847,0.8768,0.9325,0.8036,0.6896,0.8679
848,0.8790,0.9348,0.8056,0.6912,0.8701
849,0.8841,0.9403,0.8103,0.6953,0.8752
850,0.8859,0.9422,0.8119,0.6938,0.8770
851,0.8860,0.9423,0.8120,0.6938,0.8770
852,0.8816,0.9376,0.8080,0.6903,0.8727
853,0.8778,0.9335,0.8045,0.6880,0.8689
854,0.8804,0.9363,0.8069,0.6900,0.8715
855,0.8822,0.9382,0.8086,0.6915,0.8733
856,0.8837,0.9398,0.8099,0.6926,0.8748
857,0.8846,0.9407,0.8107,0.6932,0.8756
858,0.8849,0.9408,0.8114,0.6972,0.8807
859,0.8859,0.9418,0.8122,0.6950,0.8816
860,0.8884,0.9445,0.8146,0.6970,0.8841
861,0.8899,0.9462,0.8160,0.6953,0.8857
862,0.8874,0.9435,0.8137,0.6945,0.8832
863,0.8892,0.9454,0.8153,0.6959,0.8850
864,0.8918,0.9481,0.8177,0.6949,0.8875
865,0.8918,0.9478,0.8180,0.6957,0.8875
866,0.8943,0.9505,0.8164,0.6977,0.8901
867,0.8938,0.9496,0.8163,0.6981,0.8896
868,0.8937,0.9492,0.8166,0.6988,0.8895
869,0.8965,0.9469,0.8152,0.6982,0.8876
870,0.8979,0.9484,0.8165,0.6964,0.8890
871,0.8992,0.9497,0.8177,0.6973,0.8903
872,0.9019,0.9474,0.8163,0.6966,0.8884
873,0.8970,0.9422,0.8118,0.6947,0.8836
874,0.8998,0.9451,0.8143,0.6940,0.8863
875,0.9006,0.9460,0.8151,0.6947,0.8871
876,0.9010,0.9462,0.8158,0.6958,0.8876
877,0.8990,0.9440,0.8140,0.6951,0.8855
878,0.8975,0.9422,0.8169,0.6948,0.8841
879,0.8972,0.9417,0.8170,0.6954,0.8840
880,0.8955,0.9397,0.8159,0.6949,0.8824
881,0.8943,0.9385,0.8148,0.6919,0.8812
882,0.8930,0.9368,0.8139,0.6944,0.8799
883,0.8932,0.9371,0.8142,0.6946,0.8802
884,0.8954,0.9394,0.8162,0.6963,0.8824
885,0.8951,0.9389,0.8163,0.6968,0.8821
886,0.8974,0.9413,0.8183,0.6958,0.8844
887,0.8985,0.9424,0.8193,0.6966,0.8854
888,0.8963,0.9449,0.8177,0.6957,0.8833
889,0.8984,0.9471,0.8196,0.6973,0.8854
890,0.8944,0.9428,0.8159,0.6970,0.8814
891,0.8993,0.9480,0.8204,0.6981,0.8863
892,0.8994,0.9481,0.8205,0.6982,0.8864
893,0.8970,0.9456,0.8183,0.6955,0.8840
894,0.8979,0.9466,0.8192,0.6962,0.8850
895,0.8969,0.9502,0.8185,0.6989,0.8840
896,0.8956,0.9489,0.8174,0.6976,0.8827
897,0.8951,0.9481,0.8173,0.6980,0.8823
898,0.8960,0.9490,0.8181,0.6986,0.8831
899,0.8940,0.9470,0.8163,0.6967,0.8812
900,0.8960,0.9441,0.8182,0.6982,0.8832
901,0.8974,0.9456,0.8194,0.6993,0.8846
902,0.8962,0.9441,0.8187,0.6991,0.8835
903,0.8958,0.9433,0.8186,0.6995,0.8831
904,0.8954,0.9429,0.8183,0.6979,0.8827
905,0.8930,0.9404,0.8161,0.6947,0.8803
906,0.8923,0.9396,0.8154,0.6939,0.8796
907,0.8945,0.9420,0.8174,0.6956,0.8818
908,0.8949,0.9422,0.8182,0.6994,0.8823
909,0.8969,0.9442,0.8200,0.6983,0.8842
910,0.8990,0.9416,0.8219,0.6999,0.8863
911,0.8956,0.9380,0.8188,0.6973,0.8829
912,0.8985,0.9411,0.8215,0.6996,0.8858
913,0.8937,0.9360,0.8171,0.6978,0.8811
914,0.8962,0.9387,0.8194,0.6970,0.8836
915,0.8979,0.9405,0.8210,0.6983,0.8853
916,0.8969,0.9440,0.8204,0.6983,0.8843
917,0.8961,0.9430,0.8200,0.6984,0.8836
918,0.8965,0.9434,0.8204,0.6987,0.8840
919,0.8944,0.9409,0.8187,0.6978,0.8862
920,0.8936,0.9399,0.8184,0.6979,0.8855
921,0.8906,0.9367,0.8157,0.6965,0.8825
922,0.8936,0.9398,0.8184,0.6962,0.8854
923,0.8950,0.9414,0.8197,0.6973,0.8869
924,0.8945,0.9406,0.8195,0.6976,0.8864
925,0.8938,0.9396,0.8192,0.6978,0.8857
926,0.8931,0.9386,0.8189,0.6980,0.8850
927,0.8944,0.9400,0.8201,0.6990,0.8864
928,0.8959,0.9416,0.8214,0.6975,0.8879
929,0.8942,0.9398,0.8199,0.6966,0.8862
930,0.8903,0.9357,0.8163,0.6961,0.8823
931,0.8937,0.9393,0.8194,0.6962,0.8857
932,0.8939,0.9395,0.8196,0.6963,0.8859
933,0.8901,0.9355,0.8161,0.6957,0.8821
934,0.8889,0.9342,0.8150,0.6919,0.8809
935,0.8931,0.9339,0.8189,0.6952,0.8851
936,0.8921,0.9373,0.8182,0.6977,0.8841
937,0.8930,0.9383,0.8191,0.6984,0.8850
938,0.8923,0.9375,0.8185,0.6961,0.8843
939,0.8889,0.9340,0.8154,0.6950,0.8810
940,0.8850,0.9298,0.8118,0.6919,0.8771
941,0.8853,0.9300,0.8159,0.6954,0.8816
942,0.8864,0.9311,0.8169,0.6963,0.8827
943,0.8875,0.9322,0.8179,0.6971,0.8837
944,0.8914,0.9363,0.8179,0.7001,0.8876
945,0.8930,0.9381,0.8194,0.7014,0.8892
946,0.8922,0.9417,0.8190,0.7014,0.8885
947,0.8922,0.9414,0.8193,0.7021,0.8884
948,0.8878,0.9368,0.8153,0.6996,0.8841
949,0.8919,0.9411,0.8191,0.7028,0.8882
950,0.8911,0.9400,0.8186,0.7028,0.8874
951,0.8905,0.9394,0.8181,0.7016,0.8868
952,0.8898,0.9386,0.8174,0.6985,0.8860
953,0.8886,0.9372,0.8167,0.7008,0.8849
954,0.8882,0.9365,0.8166,0.7011,0.8845
955,0.8889,0.9373,0.8173,0.7017,0.8853
956,0.8893,0.9377,0.8176,0.7020,0.8857
957,0.8849,0.9330,0.8135,0.6993,0.8812
958,0.8864,0.9346,0.8149,0.7005,0.8827
959,0.8903,0.9387,0.8185,0.7035,0.8866
960,0.8919,0.9404,0.8200,0.7022,0.8882
961,0.8910,0.9395,0.8191,0.6987,0.8873
962,0.8909,0.9393,0.8190,0.6954,0.8872
963,0.8905,0.9388,0.8190,0.6984,0.8869
964,0.8876,0.9357,0.8163,0.6982,0.8840
965,0.8882,0.9363,0.8169,0.6986,0.8845
966,0.8837,0.9316,0.8128,0.6978,0.8801
967,0.8844,0.9323,0.8134,0.6983,0.8808
968,0.8869,0.9349,0.8157,0.7002,0.8832
969,0.8881,0.9362,0.8168,0.7012,0.8845
970,0.8863,0.9343,0.8152,0.6992,0.8827
971,0.8822,0.9300,0.8114,0.6979,0.8786
972,0.8847,0.9326,0.8136,0.6998,0.8810
973,0.8877,0.9357,0.8164,0.6996,0.8840
974,0.8883,0.9365,0.8170,0.7001,0.8847
975,0.8888,0.9412,0.8177,0.7011,0.8851
976,0.8877,0.9399,0.8171,0.7010,0.8841
977,0.8902,0.9380,0.8193,0.7004,0.8866
978,0.8908,0.9386,0.8199,0.7008,0.8872
979,0.8893,0.9368,0.8188,0.6984,0.8857
980,0.8864,0.9338,0.8161,0.6974,0.8828
981,0.8868,0.9340,0.8202,0.6984,0.8832
982,0.8869,0.9339,0.8206,0.6991,0.8834
983,0.8883,0.9354,0.8219,0.7002,0.8848
984,0.8883,0.9351,0.8222,0.7009,0.8848
985,0.8878,0.9344,0.8219,0.7011,0.8843
986,0.8883,0.9347,0.8227,0.6997,0.8848
987,0.8858,0.9320,0.8203,0.6969,0.8823
988,0.8851,0.9313,0.8197,0.6941,0.8816
989,0.8867,0.9330,0.8212,0.6953,0.8832
990,0.8895,0.9359,0.8204,0.6975,0.8859
991,0.8889,0.9353,0.8199,0.6966,0.8854
992,0.8892,0.9354,0.8204,0.6999,0.8857
993,0.8899,0.9361,0.8210,0.7004,0.8864
994,0.8886,0.9346,0.8202,0.7001,0.8890
995,0.8880,0.9339,0.8196,0.6999,0.8884
996,0.8897,0.9357,0.8211,0.7012,0.8901
997,0.8901,0.9361,0.8215,0.6991,0.8905
998,0.8916,0.9377,0.8229,0.7003,0.8920
999,0.8909,0.9368,0.8225,0.7004,0.8913
1000,0.8912,0.9369,0.8231,0.7013,0.8916
1001,0.8928,0.9386,0.8246,0.7002,0.8932
1002,0.8912,0.9409,0.8233,0.6995,0.8916
1003,0.8873,0.9368,0.8197,0.6984,0.8877
1004,0.8840,0.9329,0.8237,0.6970,0.8843
1005,0.8876,0.9368,0.8239,0.6976,0.8880
1006,0.8884,0.9375,0.8245,0.6981,0.8888
1007,0.8922,0.9416,0.8248,0.6987,0.8888
1008,0.8919,0.9411,0.8248,0.6992,0.8885
1009,0.8927,0.9419,0.8256,0.6998,0.8893
1010,0.8920,0.9410,0.8252,0.6999,0.8886
1011,0.8885,0.9373,0.8220,0.6973,0.8852
1012,0.8914,0.9403,0.8246,0.6995,0.8880
1013,0.8931,0.9421,0.8262,0.7008,0.8897
1014,0.8919,0.9408,0.8251,0.6998,0.8885
1015,0.8929,0.9419,0.8260,0.7006,0.8895
1016,0.8916,0.9403,0.8250,0.7002,0.8882
1017,0.8897,0.9423,0.8236,0.6994,0.8901
1018,0.8917,0.9444,0.8254,0.7009,0.8921
1019,0.8883,0.9408,0.8223,0.6989,0.8887
1020,0.8914,0.9441,0.8252,0.7014,0.8918
1021,0.8917,0.9444,0.8254,0.7016,0.8921
1022,0.8908,0.9434,0.8246,0.7001,0.8912
1023,0.8875,0.9395,0.8221,0.6988,0.8879
1024,0.8916,0.9438,0.8258,0.6997,0.8920
1025,0.8913,0.9435,0.8255,0.6980,0.8917
1026,0.8901,0.9420,0.8247,0.7000,0.8905
1027,0.8896,0.9414,0.8242,0.6984,0.8899
